0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;2,0;2,0;1,0;0,0;5,0;2,0;1,0;11,0;18,0;8,0;20,0;47,0;45,0;34,0;27,0;61,0;62,0;46,0;67,0;134,0;114,0;103,0;115,0;147,0;166,0;163,0;192,0;213,0;225,0;211,0;247,0;327,0;212,0;228,0;266,0;297,0;305,0;303,0;323,0;321,0;339,0;304,0;374,0;374,0;380,0;395,0;391,0;422,0;411,0;424,0;425,0;439,0;449,0;499,0;546,0;592,0;602,0;600,0;619,0;652,0;644,0;639,0;660,0;660,0;638,0;622,0;629,0;618,0;573,0;533,0;518,0;495,0;402,0;367,0;343,0;353,0;289,0;284,0;296,0;271,0;249,0;228,0;228,0;197,0;168,0;152,0;164,0;152,0;121,0;117,0;129,0;114,0;88,0;86,0;91,0;69,0;51,0;48,0;50,0;21,0;11,0;13,0;0,0;6,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
657,0;641,0;663,0;643,0;608,0;622,0;633,0;598,0;558,0;539,0;507,0;424,0;369,0;345,0;352,0;318,0;295,0;287,0;280,0;265,0;214,0;215,0;213,0;186,0;153,0;171,0;164,0;133,0;118,0;138,0;129,0;101,0;84,0;100,0;92,0;52,0;44,0;49,0;36,0;23,0;8,0;11,0;23,0;0,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;1,0;2,0;15,0;4,0;10,0;37,0;32,0;21,0;36,0;58,0;72,0;54,0;68,0;96,0;91,0;93,0;105,0;146,0;141,0;184,0;176,0;208,0;211,0;218,0;290,0;187,0;311,0;309,0;266,0;294,0;283,0;292,0;308,0;332,0;311,0;402,0;354,0;380,0;358,0;342,0;412,0;
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;4,0;0,0;0,0;7,0;1,0;1,0;6,0;12,0;18,0;11,0;30,0;44,0;38,0;34,0;65,0;78,0;55,0;70,0;143,0;112,0;102,0;118,0;149,0;190,0;165,0;180,0;219,0;228,0;220,0;199,0;351,0;276,0;235,0;267,0;296,0;310,0;299,0;308,0;321,0;367,0;298,0;361,0;367,0;377,0;394,0;393,0;426,0;426,0;407,0;433,0;438,0;450,0;496,0;545,0;596,0;600,0;604,0;622,0;638,0;622,0;642,0;654,0;654,0;629,0;615,0;624,0;592,0;556,0;541,0;526,0;475,0;383,0;355,0;339,0;343,0;291,0;283,0;287,0;255,0;151,0;198,0;207,0;196,0;173,0;143,0;162,0;148,0;128,0;124,0;129,0;109,0;91,0;92,0;89,0;70,0;47,0;49,0;51,0;25,0;17,0;11,0;42,0;9,0;2,0;
253,0;217,0;187,0;308,0;287,0;286,0;327,0;360,0;351,0;370,0;378,0;413,0;399,0;379,0;410,0;390,0;399,0;417,0;439,0;450,0;428,0;449,0;483,0;526,0;549,0;596,0;624,0;648,0;650,0;647,0;672,0;684,0;678,0;675,0;675,0;682,0;657,0;623,0;623,0;605,0;570,0;515,0;450,0;420,0;378,0;379,0;351,0;336,0;317,0;299,0;278,0;263,0;250,0;231,0;164,0;191,0;172,0;151,0;142,0;136,0;122,0;106,0;107,0;103,0;79,0;74,0;72,0;57,0;41,0;18,0;31,0;22,0;3,0;11,0;3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;7,0;9,0;0,0;9,0;25,0;20,0;13,0;34,0;47,0;44,0;42,0;
98,0;76,0;69,0;64,0;46,0;33,0;31,0;25,0;14,0;27,0;16,0;4,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;8,0;0,0;3,0;0,0;0,0;3,0;3,0;2,0;6,0;8,0;4,0;8,0;16,0;12,0;26,0;39,0;39,0;33,0;41,0;64,0;73,0;66,0;85,0;105,0;97,0;102,0;126,0;155,0;186,0;188,0;205,0;225,0;224,0;211,0;286,0;311,0;185,0;237,0;283,0;314,0;313,0;367,0;365,0;393,0;340,0;358,0;400,0;393,0;414,0;390,0;403,0;427,0;429,0;436,0;452,0;465,0;471,0;500,0;543,0;594,0;635,0;621,0;655,0;670,0;654,0;647,0;676,0;699,0;666,0;635,0;648,0;637,0;609,0;563,0;558,0;533,0;448,0;397,0;372,0;372,0;313,0;301,0;311,0;
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;7,0;0,0;3,0;9,0;6,0;9,0;32,0;32,0;21,0;29,0;58,0;65,0;25,0;59,0;100,0;78,0;77,0;124,0;135,0;126,0;118,0;187,0;220,0;211,0;208,0;224,0;304,0;213,0;154,0;289,0;302,0;287,0;278,0;314,0;341,0;410,0;335,0;396,0;384,0;365,0;373,0;373,0;422,0;416,0;406,0;427,0;432,0;439,0;434,0;500,0;572,0;586,0;617,0;618,0;629,0;656,0;652,0;633,0;654,0;672,0;663,0;627,0;635,0;642,0;603,0;552,0;523,0;510,0;461,0;378,0;364,0;377,0;327,0;305,0;306,0;287,0;269,0;244,0;254,0;247,0;189,0;182,0;173,0;156,0;136,0;118,0;134,0;127,0;98,0;77,0;102,0;95,0;57,0;39,0;57,0;44,0;21,0;10,0;19,0;31,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
653,0;617,0;622,0;608,0;581,0;539,0;522,0;475,0;383,0;339,0;350,0;350,0;296,0;288,0;289,0;311,0;214,0;212,0;231,0;203,0;151,0;152,0;171,0;149,0;117,0;110,0;126,0;112,0;81,0;86,0;90,0;74,0;43,0;41,0;50,0;29,0;10,0;13,0;62,0;15,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;8,0;2,0;0,0;1,0;5,0;6,0;7,0;12,0;20,0;10,0;29,0;50,0;42,0;42,0;32,0;58,0;57,0;70,0;73,0;88,0;124,0;114,0;119,0;149,0;223,0;189,0;196,0;222,0;224,0;261,0;268,0;173,0;253,0;268,0;280,0;302,0;302,0;298,0;315,0;309,0;337,0;385,0;349,0;379,0;380,0;377,0;401,0;409,0;414,0;
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;5,0;0,0;2,0;5,0;1,0;6,0;17,0;15,0;12,0;29,0;37,0;30,0;42,0;51,0;55,0;56,0;70,0;91,0;85,0;104,0;110,0;145,0;148,0;188,0;175,0;214,0;211,0;195,0;321,0;196,0;291,0;300,0;263,0;296,0;285,0;278,0;314,0;322,0;308,0;381,0;348,0;379,0;365,0;349,0;414,0;416,0;405,0;394,0;424,0;441,0;408,0;463,0;529,0;560,0;564,0;598,0;626,0;639,0;618,0;615,0;656,0;656,0;630,0;617,0;629,0;618,0;577,0;570,0;551,0;505,0;439,0;373,0;361,0;340,0;308,0;287,0;309,0;274,0;246,0;232,0;229,0;203,0;170,0;176,0;174,0;146,0;134,0;138,0;140,0;117,0;99,0;94,0;103,0;86,0;65,0;61,0;53,0;36,0;17,0;24,0;23,0;15,0;0,0;5,0;0,0;0,0;0,0;
273,0;255,0;278,0;305,0;293,0;301,0;322,0;382,0;408,0;327,0;376,0;389,0;345,0;385,0;414,0;429,0;427,0;431,0;427,0;438,0;478,0;523,0;545,0;606,0;610,0;609,0;632,0;668,0;648,0;631,0;643,0;664,0;649,0;615,0;632,0;619,0;572,0;542,0;520,0;481,0;383,0;356,0;355,0;353,0;299,0;272,0;280,0;287,0;247,0;217,0;209,0;197,0;176,0;158,0;165,0;152,0;127,0;119,0;118,0;115,0;99,0;83,0;81,0;74,0;50,0;37,0;44,0;34,0;11,0;12,0;18,0;0,0;9,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;2,0;0,0;0,0;9,0;14,0;7,0;28,0;25,0;22,0;29,0;45,0;54,0;47,0;41,0;58,0;
105,0;98,0;70,0;56,0;59,0;49,0;16,0;18,0;21,0;15,0;12,0;2,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;3,0;5,0;3,0;4,0;10,0;15,0;3,0;9,0;40,0;45,0;38,0;40,0;55,0;80,0;65,0;80,0;123,0;130,0;101,0;125,0;153,0;218,0;170,0;187,0;227,0;224,0;232,0;175,0;324,0;317,0;258,0;270,0;306,0;302,0;291,0;306,0;332,0;389,0;306,0;379,0;387,0;364,0;406,0;409,0;431,0;423,0;408,0;442,0;448,0;458,0;497,0;581,0;611,0;605,0;629,0;608,0;643,0;658,0;653,0;656,0;648,0;638,0;628,0;616,0;600,0;586,0;543,0;488,0;458,0;406,0;344,0;340,0;322,0;315,0;291,0;
